Title,Year,Director,Origin/Ethnicity,Cast,Genre,Color,Duration,Actor_2,Gross,Genres,Actor_1,Actor_3,Plot_keywords,Language,Country,Budget,Aspect_ratio
Neighbors,2014,Nicholas Stoller,American,"Seth Rogen
Zac Efron
Rose Byrne
Dave Franco",comedy,Color,97.0,Carla Gallo,150056505.0,Comedy,Craig Roberts,Ike Barinholtz,broken leg|friendship|jewish|topless female nudity|urination,English,USA,18000000.0,2.35
Million Dollar Arm,2014,Craig Gillespie,American,"Jon Hamm
Aasif Mandvi
Madhur Mittal
Lake Bell",drama,Color,124.0,Suraj Sharma,36447959.0,Biography|Drama|Sport,Jon Hamm,Gregory Alan Williams,baseball|based on true story|india|sports agent|training,English,USA,25000000.0,2.39
Blended,2014,Frank Coraci,American,"Adam Sandler
Drew Barrymore
Bella Thorne
Emma Fuhrmann",romantic comedy,Color,117.0,Adam Sandler,46280507.0,Comedy|Romance,Bella Thorne,Joel McHale,blind date|children|date|daughter|son,English,USA,40000000.0,1.85
X-Men: Days of Future Past,2014,Bryan Singer,American,"Hugh Jackman
James McAvoy
Michael Fassbender
Halle Berry",superhero,Color,149.0,Peter Dinklage,233914986.0,Action|Adventure|Fantasy|Sci-Fi|Thriller,Jennifer Lawrence,Hugh Jackman,dystopia|super strength|supernatural power|time paradox|time travel,English,USA,200000000.0,2.35
Maleficent,2014,Robert Stromberg,American,"Angelina Jolie
Elle Fanning
Sharlto Copley
Sam Riley",fantasy,Color,97.0,Sharlto Copley,241407328.0,Action|Adventure|Family|Fantasy|Romance,Angelina Jolie Pitt,Sam Riley,curse|dark fantasy|fairy|king|kingdom,English,USA,180000000.0,2.35
A Million Ways to Die in the West,2014,Seth MacFarlane,American,"Seth MacFarlane
Charlize Theron
Amanda Seyfried
Neil Patrick Harris",comedy,Color,136.0,Charlize Theron,42615685.0,Comedy|Western,Liam Neeson,Seth MacFarlane,dancing sheep|fetish|musical scene|racial humor|snake poison,English,USA,40000000.0,2.35
Edge of Tomorrow,2014,Doug Liman,American,"Tom Cruise
Emily Blunt
Bill Paxton",action,Color,113.0,Lara Pulver,100189501.0,Action|Adventure|Sci-Fi,Tom Cruise,Noah Taylor,alien|combat|dying repeatedly|end of the world|time loop,English,USA,178000000.0,2.35
The Fault in Our Stars,2014,Josh Boone,American,"Shailene Woodley
Ansel Elgort
Nat Wolff
Laura Dern",drama,Color,133.0,Sam Trammell,124868837.0,Drama|Romance,Shailene Woodley,Nat Wolff,cancer|falling in love|friendship|novel|teenager,English,USA,12000000.0,1.85
How to Train Your Dragon 2,2014,Dean DeBlois,American,"Jay Baruchel
Cate Blanchett
Gerard Butler
Jonah Hill",fantasy,Color,102.0,Djimon Hounsou,176997107.0,Action|Adventure|Animation|Comedy|Family|Fantasy,Gerard Butler,America Ferrera,dragon|father son relationship|husband wife relationship|mother son relationship|viking,English,USA,145000000.0,2.35
Jersey Boys,2014,Clint Eastwood,American,"John Lloyd Young
Erich Bergen
Vincent Piazza
Christopher Walken",musical,Color,134.0,Steve Schirripa,47034272.0,Biography|Drama|Music|Musical,Johnny Cannizzaro,Scott Vance,band|music group|musical quartet|singer|song,English,USA,40000000.0,2.35
Think Like a Man Too,2014,Tim Story,American,"Michael Ealy
Jerry Ferrara
Meagan Good
Regina Hall",comedy,Color,106.0,Regina Hall,65182182.0,Comedy|Romance,Romany Malco,David Walton,african american|imperative in title|las vegas nevada|nevada|wedding,English,USA,24000000.0,2.35
Transformers: Age of Extinction,2014,Michael Bay,American,"Mark Wahlberg
Stanley Tucci
Kelsey Grammer
Nicola Peltz",science fiction,Color,165.0,Sophia Myles,245428137.0,Action|Adventure|Sci-Fi,Bingbing Li,Kelsey Grammer,blockbuster|bumblebee the character|semi truck and trailer|texas|truck,English,USA,210000000.0,2.35
Deliver Us from Evil,2014,Scott Derrickson,American,"Eric Bana
Édgar Ramírez
Olivia Munn
Sean Harris",horror,Color,118.0,Dorian Missick,30523568.0,Horror|Mystery|Thriller,Olivia Munn,Edgar Ramírez,confession|demonic possession|exorcism|flickering light|priest,English,USA,30000000.0,2.35
Earth to Echo,2014,Dave Green,American,"Teo Halm
Reese Hartwig
Jason Gray-Stanford",science fiction,Color,91.0,Ella Wahlestedt,38916903.0,Adventure|Family|Sci-Fi,Teo Halm,Jason Gray-Stanford,alien|bar|construction worker|no opening credits|no title at beginning,English,USA,13000000.0,1.85
Tammy,2014,Ben Falcone,American,"Melissa McCarthy
Susan Sarandon
Gary Cole
Mark Duplass",comedy,Color,100.0,Mark Duplass,84518155.0,Comedy,Gary Cole,Ben Falcone,alcoholic|grandmother|highway travel|niagara falls|on the road,English,USA,20000000.0,1.85
Boyhood,2014,Richard Linklater,American,"Patricia Arquette
Ellar Coltrane
Lorelei Linklater
Ethan Hawke",drama,Color,165.0,Lorelei Linklater,25359200.0,Drama,Ellar Coltrane,Libby Villari,12 year time span|coming of age|domestic abuse|growing up|separated parents,English,USA,4000000.0,1.85
Dawn of the Planet of the Apes,2014,Matt Reeves,American,"Andy Serkis
Jason Clarke
Toby Kebbell
Gary Oldman
Kodi Smit-McPhee",science fiction,Color,130.0,Judy Greer,208543795.0,Action|Adventure|Drama|Sci-Fi,Gary Oldman,Kodi Smit-McPhee,ape|dam|leader|post apocalypse|sequel,English,USA,170000000.0,1.85
The Purge: Anarchy,2014,James DeMonaco,American,"Frank Grillo
Carmen Ejogo
Zach Gilford
Kiele Sanchez",horror,Color,103.0,Zach Gilford,71519230.0,Action|Horror|Sci-Fi|Thriller,Noel Gugliemi,Roberta Valderrama,held at gunpoint|machete|masked man|sequel|violence,English,USA,9000000.0,2.35
Sex Tape,2014,Jake Kasdan,American,"Cameron Diaz
Jason Segel
Rob Corddry
Rob Lowe",romantic comedy,Color,94.0,Randall Park,38543473.0,Comedy,James Wilcox,Nat Faxon,sex in a car|sex video|sexual desire|sexuality|undressing,English,USA,40000000.0,1.85
Wish I Was Here,2014,Zach Braff,American,"Zach Braff
Kate Hudson
Joey King
Josh Gad",comedy-drama,Color,106.0,Josh Gad,3588432.0,Comedy|Drama,Jim Parsons,Michael Weston,actor|dream sequence|genius recluse|jew|religion,English,USA,6000000.0,2.35
And So It Goes,2014,Rob Reiner,American,"Michael Douglas
Diane Keaton
Sterling Jernis
Annie Parisse",romantic comedy,Color,94.0,Annie Parisse,15155772.0,Comedy|Drama|Romance,Yaya DaCosta,Frankie Valli,four word title|grandparent grandchild relationship|reference to facebook|reference to the internet|singer,English,USA,18000000.0,2.35
Hercules,2014,Brett Ratner,American,"Dwayne Johnson
Ian McShane
Rufus Sewell
Joseph Fiennes",action,Color,101.0,Rufus Sewell,72660029.0,Action|Adventure,Dwayne Johnson,Ingrid Bolsø Berdal,army|greek mythology|hercules|king|mercenary,English,USA,100000000.0,2.35
Get on Up,2014,Tate Taylor,American,"Chadwick Boseman
Nelsan Ellis
Dan Aykroyd
Octavia Spencer",drama,Color,139.0,Josh Hopkins,30513940.0,Biography|Drama|Music,Tika Sumpter,Aunjanue Ellis,1970s|1980s|african american|breaking the fourth wall|mother son relationship,English,USA,30000000.0,1.85
Guardians of the Galaxy,2014,James Gunn,American,"Vin Diesel
Dave Bautista
Zoe Saldana
Chris Pratt
Bradley Cooper",superhero,Color,121.0,Vin Diesel,333130696.0,Action|Adventure|Sci-Fi,Bradley Cooper,Djimon Hounsou,bounty hunter|outer space|raccoon|talking animal|tree,English,USA,170000000.0,2.35
The Hundred-Foot Journey,2014,Lasse Hallström,American,"Helen Mirren
Om Puri
Manish Dayal
Charlotte Le Bon",comedy,Color,122.0,Charlotte Le Bon,54235441.0,Comedy|Drama,Manish Dayal,Juhi Chawla,chef|haute cuisine|indian cuisine|michelin guide|restaurant,English,USA,22000000.0,2.35
Into the Storm,2014,Steven Quale,American,"Richard Armitage
Sarah Wayne Callies
Nathan Kress
Alycia Debnam-Carey",disaster,Color,89.0,Alycia Debnam-Carey,47553512.0,Action|Thriller,Matt Walsh,Scott Lawrence,danger|graduation|storm|teenage boy|tornado,English,USA,50000000.0,1.85
Let's Be Cops,2014,Luke Greenfield,American,"Damon Wayans, Jr.
Jake Johnson
Nina Dobrev
Rob Riggle",comedy,Color,104.0,Damon Wayans Jr.,82389560.0,Comedy,Rob Riggle,James D'Arcy,friendship between men|impersonating a police officer|mobster|party|police officer,English,USA,17000000.0,1.85
The Expendables 3,2014,Patrick Hughes,American,"Sylvester Stallone
Jason Statham
Antonio Banderas
Arnold Schwarzenegger",action,Color,131.0,Sylvester Stallone,39292022.0,Action|Adventure|Thriller,Jason Statham,Harrison Ford,battle|fight|mission|pg 13 sequel to r rated franchise|rescue,English,USA,90000000.0,2.35
The Giver,2014,Phillip Noyce,American,"Jeff Bridges
Meryl Streep
Brenton Thwaites
Katie Holmes",science fiction, Black and White,97.0,Meryl Streep,45089048.0,Drama|Romance|Sci-Fi,Jeff Bridges,Alexander Skarsgård,black and white segues into color|color|community|dystopia|infanticide,English,South Africa,25000000.0,2.35
"As Above, So Below",2014,John Erick Dowdle,American,"Perdita Weeks
Ben Feldman
Edwin Hodge
François Civil",horror,Color,93.0,Edwin Hodge,21197315.0,Horror|Mystery|Thriller,Ben Feldman,Perdita Weeks,archeologist|catacomb|found footage|paris france|philosopher's stone,English,USA,5000000.0,1.85
Dolphin Tale 2,2014,Charles Martin Smith,American,"Harry Connick, Jr.
Ashley Judd
Nathan Gamble
Kris Kristofferson
Morgan Freeman",drama,Color,107.0,Taylor Blackwell,42019483.0,Drama|Family,Morgan Freeman,Harry Connick Jr.,dolphin|latex gloves|medical scrubs|purple gloves|turtle,English,USA,36000000.0,1.85
No Good Deed,2014,Sam Miller,American,"Idris Elba
Taraji P. Henson
Henry Simmons
Wilbur Fitzgerald",thriller,Color,84.0,Kate del Castillo,52543632.0,Crime|Thriller,Leslie Bibb,Henry Simmons,home invasion|police officer shot|police officer shot in the chest|psychopath|three word title,English,USA,13200000.0,2.35
A Walk Among the Tombstones,2014,Scott Frank,American,"Liam Neeson
Dan Stevens
Boyd Holbrook",thriller,Color,114.0,Boyd Holbrook,25977365.0,Crime|Drama|Mystery|Thriller,Liam Neeson,David Harbour,drug dealer|ex cop|murder of wife|revenge|violence,English,USA,28000000.0,2.35
The Maze Runner,2014,Wes Ball,American,"Dylan O'Brien
Kaya Scodelario
Thomas Brodie-Sangster",science fiction,Color,113.0,Aml Ameen,102413606.0,Action|Mystery|Sci-Fi|Thriller,Ki Hong Lee,Jacob Latimore,based on novel|concrete wall|maze|open ended|teenage boy,English,USA,34000000.0,2.35
This Is Where I Leave You,2014,Shawn Levy,American,"Jason Bateman
Tina Fey
Adam Driver
Rose Byrne",comedy-drama,Color,103.0,Abigail Spencer,34290142.0,Comedy|Drama,Tina Fey,Jane Fonda,brother sister relationship|childhood home|man child|sibling|vomiting,English,USA,19800000.0,2.35
Tusk,2014,Kevin Smith,American,"Michael Parks
Justin Long
Haley Joel Osment
Johnny Depp","horror, comedy",Color,102.0,Haley Joel Osment,1821983.0,Comedy|Drama|Horror,Johnny Depp,Michael Parks,canada|human becoming an animal|mad scientist|part of trilogy|walrus,English,USA,3000000.0,2.35
The Boxtrolls,2014,Graham Annable,American,"Elle Fanning
Toni Collette
Isaac Hempstead-Wright
Simon Pegg
Nick Frost",fantasy,Color,96.0,Dee Bradley Baker,50807639.0,Adventure|Animation|Comedy|Family|Fantasy,Isaac Hempstead Wright,Tracy Morgan,chase|puppet animation|red hat|stop motion animation|troll,English,USA,60000000.0,1.85
The Equalizer,2014,Antoine Fuqua,American,"Denzel Washington
Marton Csokas
Chloë Grace Moretz
Bill Pullman",action,Color,132.0,Chloë Grace Moretz,101530738.0,Action|Crime|Thriller,Denzel Washington,James Wilcox,assassin|ex soldier|gangster|hanged man|mysterious past,English,USA,55000000.0,2.35
Annabelle,2014,John R. Leonetti,American,"Annabelle Wallis
Tony Amendola
Ward Horton
Alfre Woodard",horror,Color,99.0,Annabelle Wallis,84263837.0,Horror|Mystery,Alfre Woodard,Gabriel Bateman,horror movie prequel|murder|paranormal activity|self sacrifice|suicide,English,USA,6500000.0,2.35
Gone Girl,2014,David Fincher,American,"Ben Affleck
Rosamund Pike
Neil Patrick Harris
Tyler Perry",thriller,Color,149.0,Sela Ward,167735396.0,Crime|Drama|Mystery|Thriller,Patrick Fugit,Emily Ratajkowski,based on novel|disappearance|missing person|missing wife|murder suspect,English,USA,61000000.0,2.35
Left Behind,2014,Vic Armstrong,American,"Nicolas Cage
Cassi Thomson
Chad Michael Murray",thriller,Color,110.0,Lea Thompson,13998282.0,Action|Drama|Fantasy|Mystery|Thriller,Nicolas Cage,Quinton Aaron,bible quote|chaos|faith|riot|shrine,English,USA,16000000.0,2.35
Addicted,2014,Bille Woodruff,American,"Sharon Leal
Boris Kodjoe
William Levy
Tasha Smith",thriller,Color,106.0,Cameron Mills,17382982.0,Drama|Thriller,Boris Kodjoe,Sharon Leal,adultery|attraction|lust|obsession|temptation,Spanish,USA,5000000.0,1.85
"Alexander and the Terrible, Horrible, No Good, Very Bad Day",2014,Miguel Arteta,American,"Steve Carell
Jennifer Garner
Ed Oxenbould
Dylan Minnette",comedy,Color,81.0,Steve Carell,66950483.0,Comedy|Family,Bella Thorne,Jennifer Garner,bad day|based on book|birthday|job interview|long title,English,USA,28000000.0,2.39
Dracula Untold,2014,Gary Shore,American,"Luke Evans
Sarah Gadon
Dominic Cooper
Zach McGowan",fantasy,Color,92.0,Sarah Gadon,55942830.0,Action|Drama|Fantasy|Horror|War,Dominic Cooper,Zach McGowan,death of wife|dracula|tarantula|turk|vampire,English,USA,70000000.0,2.35
The Judge,2014,David Dobkin,American,"Robert Downey, Jr.
Robert Duvall
Vera Farmiga
Billy Bob Thornton",drama,Color,141.0,Robert Duvall,47105085.0,Crime|Drama,Robert Downey Jr.,Leighton Meester,courtroom|dysfunctional family|indiana|lawyer|trial,English,USA,50000000.0,2.35
Whiplash,2014,Damien Chazelle,American,"Miles Teller
Melissa Benoist
Austin Stowell",drama,Color,107.0,Melissa Benoist,13092000.0,Drama|Music,J.K. Simmons,Chris Mulkey,conservatory|drummer|emotional abuse|music school|obsession,English,USA,3300000.0,2.4
Birdman or (The Unexpected Virtue of Ignorance),2014,Alejandro G. Iñárritu,American,"Michael Keaton
Edward Norton
Naomi Watts
Emma Stone",black comedy,Color,119.0,Naomi Watts,42335698.0,Comedy|Drama|Romance,Emma Stone,Merritt Wever,actor|artist|broadway play|replacement|stage,English,USA,18000000.0,1.85
Fury,2014,David Ayer,American,"Brad Pitt
Shia LaBeouf
Logan Lerman
Michael Peña",war,Color,134.0,Logan Lerman,85707116.0,Action|Drama|War,Brad Pitt,Jim Parrack,battle|battlefield|brutality|combat|tank,English,USA,68000000.0,2.35
Nightcrawler,2014,Dan Gilroy,American,"Jake Gyllenhaal
Rene Russo
Riz Ahmed
Bill Paxton",thriller,Color,117.0,Michael Papajohn,32279955.0,Crime|Drama|Thriller,Jake Gyllenhaal,James Huang,employer employee relationship|ethics|journalism|sociopath|tv news,English,USA,8500000.0,2.35
Ouija,2014,Stiles White,American,"Ana Coto
Olivia Cooke
Daren Kagasoff
Bianca A. Santos",horror,Color,89.0,Shelley Hennig,50820940.0,Fantasy|Horror,Lin Shaye,Daren Kagasoff,death of girlfriend|funeral|ghost|ouija|spirit,English,USA,5000000.0,2.35
Interstellar,2014,Christopher Nolan,American,"Anne Hathaway
Matthew McConaughey
Jessica Chastain
Michael Caine",science fiction,Color,169.0,Anne Hathaway,187991439.0,Adventure|Drama|Sci-Fi,Matthew McConaughey,Mackenzie Foy,black hole|father daughter relationship|saving the world|space travel|wormhole,English,USA,165000000.0,2.35
Dumb and Dumber To,2014,Bobby Farrelly,American,"Jim Carrey
Jeff Daniels
Laurie Holden
Jennifer Lawrence",comedy,Color,109.0,Kathleen Turner,86208010.0,Comedy,Bill Murray,Rob Riggle,adoption|highway travel|road trip|sequel|stupidity,English,USA,35000000.0,1.85
The Homesman,2014,Tommy Lee Jones,American,"Tommy Lee Jones
Hilary Swank
Grace Gummer
Miranda Otto",drama,Color,122.0,Tim Blake Nelson,2428883.0,Drama|Western,Barry Corbin,Miranda Otto,abusive marriage|pastor|prison wagon|roast pig|suicide by hanging,English,USA,16000000.0,2.35
Horrible Bosses 2,2014,Sean Anders,American,"Jason Bateman
Charlie Day
Jennifer Aniston
Jason Sudeikis
Jamie Foxx",comedy,Color,116.0,Christoph Waltz,54414716.0,Comedy|Crime,Kevin Spacey,Lindsay Sloane,kidnapping|reference to franz beckenbauer|scene during end credits|second part|singing in a car,English,USA,42000000.0,2.35
Penguins of Madagascar,2014,Eric Darnell,American,"Tom McGrath
John DiMaggio
Christopher Knights",animated,Color,92.0,Annet Mahendru,83348920.0,Adventure|Animation|Comedy|Family,Benedict Cumberbatch,Andy Richter,little girl|park|spy|statue of liberty|television van,English,USA,132000000.0,1.85
Wild,2014,Jean-Marc Vallée,American,"Reese Witherspoon
Laura Dern
Thomas Sadoski
Michiel Huisman",biography,Color,115.0,Kevin Rankin,37877959.0,Adventure|Biography|Drama,Michiel Huisman,Gaby Hoffmann,female protagonist|grief|hiking|loss of mother|mother daughter relationship,English,USA,15000000.0,2.35
Exodus: Gods and Kings,2014,Ridley Scott,American,"Christian Bale
Joel Edgerton
Aaron Paul
John Turturro",drama,Color,150.0,María Valverde,65007045.0,Action|Adventure|Drama,Christian Bale,Ben Mendelsohn,egypt|exodus|moses|pharaoh|plague,English,UK,140000000.0,2.35
Inherent Vice,2014,Paul Thomas Anderson,American,"Joaquin Phoenix
Owen Wilson
Reese Witherspoon
Benicio del Toro",comedy drama,Color,148.0,Katherine Waterston,8093318.0,Comedy|Crime|Drama|Mystery|Romance,Martin Dew,Serena Scott Thomas,1960s|based on novel|ex boyfriend ex girlfriend relationship|southern california|voice over narration,English,USA,20000000.0,1.85
Top Five,2014,Chris Rock,American,"Chris Rock
Rosario Dawson
Kevin Hart
Gabrielle Union",comedy,Color,102.0,Romany Malco,25277561.0,Comedy|Romance,Rosario Dawson,J.B. Smoove,bare breasts|celebrity|in medias res|reference to planet of the apes|sex talk,English,USA,12000000.0,2.35
Annie,2014,Will Gluck,American,"Jamie Foxx
Quvenzhané Wallis
Rose Byrne
Bobby Cannavale",comedy-drama,Color,118.0,Dorian Missick,85911262.0,Comedy|Drama|Family|Musical,Quvenzhané Wallis,David Zayas,billionaire|business tycoon|mayoral candidate|penthouse|reference to star trek,English,USA,65000000.0,2.39
Night at the Museum: Secret of the Tomb,2014,Shawn Levy,American,"Ben Stiller
Robin Williams
Owen Wilson
Ben Kingsley",comedy,Color,98.0,Rami Malek,113733726.0,Adventure|Comedy|Family|Fantasy,Robin Williams,Steve Coogan,museum|museum of natural history manhattan new york city|night watchman|star died before release|tablet,English,USA,127000000.0,1.85
Big Eyes,2014,Tim Burton,American,"Amy Adams
Christoph Waltz
Danny Huston
Terence Stamp",drama,Color,106.0,Danny Huston,14479776.0,Biography|Crime|Drama|Romance,Christoph Waltz,Jon Polito,1950s|abusive husband|artist|painting|secret,English,USA,10000000.0,1.85
The Interview,2014,Evan Goldberg,American,"James Franco
Seth Rogen
Lizzy Caplan
Randall Park",action comedy,Color,112.0,Randall Park,6105175.0,Comedy,James Franco,Anders Holm,assassination attempt|communist dictatorship|dictator|exploding helicopter|finger bitten off,English,USA,44000000.0,2.35
Into the Woods,2014,Rob Marshall,American,"Meryl Streep
Emily Blunt
James Corden
Anna Kendrick",fantasy,Color,125.0,Meryl Streep,127997349.0,Adventure|Comedy|Drama|Fantasy|Musical,Johnny Depp,Anna Kendrick,based on stage musical|cinderella|little red riding hood|singing|witch,English,USA,50000000.0,2.39
